     0.048     0.999
    -0.284     0.959
     0.086     0.996
     0.108     0.994
     0.007     1.000
    -0.126     0.992
     0.169     0.986
     0.489     0.872
    -0.394     0.919
    -0.569     0.822
     0.083     0.997
    -0.224     0.975
     0.527     0.850
     0.069     0.998
     0.079     0.997
    -0.048     0.999
     0.452     0.892
    -0.746     0.666
    -0.346     0.938
     0.681     0.733
     0.106     0.994
     0.304     0.953
    -0.079     0.997
     0.302     0.953
     0.262     0.965
     0.066     0.998
     0.593     0.805
     0.228     0.974
    -0.460     0.888
     0.042     0.999
    -0.093     0.996
    -0.066     0.998
    -0.210     0.978
     0.029     1.000
    -0.380     0.925
    -0.180     0.984
    -0.350     0.937
    -0.122     0.993
     0.230     0.973
    -0.191     0.982
    -0.531     0.847
    -0.019     1.000
    -0.057     0.998
     0.379     0.925
     0.235     0.972
     0.412     0.911
    -0.224     0.975
    -0.343     0.940
    -0.177     0.984
    -0.048     0.999
    -0.178     0.984
     0.160     0.987
     0.149     0.989
     0.344     0.939
     0.109     0.994
    -0.109     0.994
     0.073     0.997
    -0.269     0.963
     0.360     0.933
    -0.110     0.994
     0.112     0.994
    -0.025     1.000
     0.132     0.991
     0.399     0.917
    -0.040     0.999
    -0.459     0.889
     0.120     0.993
     0.407     0.914
     0.152     0.988
     0.177     0.984
     0.043     0.999
     0.507     0.862
     0.294     0.956
    -0.152     0.988
     0.292     0.956
    -0.217     0.976
    -0.129     0.992
     0.108     0.994
    -0.479     0.878
     0.176     0.984
     0.039     0.999
    -0.449     0.894
     0.524     0.851
    -0.281     0.960
     0.120     0.993
     0.409     0.913
    -0.114     0.993
     0.372     0.928
     0.271     0.963
    -0.003     1.000
     0.577     0.817
     0.317     0.949
    -0.218     0.976
    -0.430     0.903
    -0.130     0.992
    -0.492     0.871
     0.688     0.726
     0.440     0.898
    -0.184     0.983
     0.264     0.964
