     0.880     0.334    -0.338
     0.861     0.179    -0.477
     0.743     0.274    -0.611
     0.738     0.329    -0.589
     0.908     0.185    -0.376
     0.843     0.109    -0.527
     0.628     0.375    -0.681
     0.823     0.396    -0.408
     0.845     0.136    -0.517
     0.919     0.191    -0.343
     0.748     0.354    -0.562
     0.765     0.188    -0.615
     0.676     0.206    -0.708
     0.816     0.328    -0.477
     0.778     0.283    -0.562
     0.930     0.105    -0.352
     0.953    -0.013    -0.303
     0.769     0.226    -0.599
     0.917     0.199    -0.346
     0.731     0.188    -0.656
     0.683     0.324    -0.655
     0.671     0.423    -0.609
     0.807     0.123    -0.577
     0.789     0.268    -0.553
     0.836     0.246    -0.490
     0.932     0.230    -0.281
     0.936     0.175    -0.307
     0.742     0.371    -0.558
     0.817     0.226    -0.531
     0.761     0.305    -0.572
     0.933     0.033    -0.358
     0.855     0.097    -0.509
     0.950     0.088    -0.299
     0.717     0.394    -0.574
     0.798     0.268    -0.540
     0.704     0.323    -0.632
     0.765     0.250    -0.593
     0.772     0.230    -0.593
     0.897     0.136    -0.421
     0.882     0.032    -0.470
     0.906     0.115    -0.407
     0.947     0.118    -0.298
     0.947     0.061    -0.317
     0.952     0.136    -0.275
     0.840     0.221    -0.497
     0.748     0.392    -0.536
     0.894     0.126    -0.431
     0.887     0.215    -0.409
     0.821     0.243    -0.516
     0.446     0.409    -0.796
     0.819     0.137    -0.557
     0.967     0.109    -0.230
     0.891     0.075    -0.448
     0.908     0.204    -0.366
     0.870     0.176    -0.461
     0.765     0.253    -0.592
     0.697     0.322    -0.641
     0.734     0.335    -0.591
     0.793     0.138    -0.593
     0.881     0.172    -0.440
     0.688     0.254    -0.680
     0.789     0.326    -0.520
     0.653     0.375    -0.658
     0.942     0.057    -0.331
     0.808     0.190    -0.558
     0.814     0.225    -0.536
     0.857     0.122    -0.501
     0.788     0.223    -0.574
     0.905     0.143    -0.401
     0.784     0.327    -0.527
     0.778     0.301    -0.551
     0.829     0.173    -0.532
     0.917     0.094    -0.388
     0.809     0.313    -0.498
     0.813     0.321    -0.486
     0.943     0.064    -0.326
     0.624     0.370    -0.688
     0.956     0.195    -0.218
     0.867     0.242    -0.435
     0.821     0.214    -0.529
     0.635     0.437    -0.637
     0.892     0.281    -0.354
     0.927     0.128    -0.354
     0.685     0.328    -0.651
     0.788     0.327    -0.522
     0.852     0.238    -0.466
     0.677     0.384    -0.628
     0.814     0.200    -0.546
     0.917     0.240    -0.320
     0.768     0.240    -0.594
     0.837     0.157    -0.524
     0.897     0.157    -0.413
     0.730     0.340    -0.592
     0.698     0.353    -0.623
     0.919    -0.001    -0.394
     0.802     0.077    -0.593
     0.832     0.094    -0.546
     0.798     0.187    -0.574
     0.854     0.220    -0.472
     0.778     0.262    -0.571
     0.781     0.324    -0.534
     0.949     0.103    -0.298
     0.770     0.327    -0.548
     0.729     0.352    -0.587
     0.878     0.186    -0.442
     0.870     0.168    -0.464
     0.737     0.282    -0.615
     0.906     0.072    -0.417
     0.859     0.253    -0.445
     0.741     0.385    -0.550
     0.700     0.256    -0.667
     0.847     0.314    -0.430
     0.868     0.296    -0.397
     0.858     0.259    -0.444
     0.883     0.165    -0.440
     0.821     0.360    -0.444
     0.784     0.135    -0.606
     0.805     0.298    -0.512
     0.833     0.361    -0.420
     0.854     0.133    -0.503
     0.752     0.294    -0.589
     0.893     0.087    -0.441
     0.782     0.223    -0.582
     0.841     0.285    -0.460
     0.684     0.263    -0.680
     0.788     0.293    -0.541
     0.850     0.130    -0.511
     0.744     0.367    -0.558
     0.822     0.262    -0.505
     0.864     0.158    -0.478
     0.840     0.083    -0.536
     0.904     0.093    -0.416
     0.741     0.298    -0.602
     0.885     0.150    -0.441
     0.827     0.373    -0.422
     0.851     0.303    -0.428
     0.695     0.299    -0.654
     0.725     0.282    -0.628
     0.710     0.384    -0.590
     0.863     0.210    -0.461
     0.804     0.354    -0.478
     0.647     0.298    -0.702
     0.944     0.083    -0.320
     0.895     0.157    -0.418
     0.844     0.342    -0.413
     0.827     0.387    -0.408
     0.860     0.128    -0.494
     0.638     0.434    -0.636
     0.944     0.078    -0.320
     0.959    -0.021    -0.283
     0.790     0.382    -0.479
     0.945     0.123    -0.303
     0.829     0.112    -0.548
     0.753     0.292    -0.590
     0.718     0.240    -0.654
     0.795     0.258    -0.549
     0.836     0.171    -0.521
     0.696     0.330    -0.638
     0.925     0.072    -0.372
     0.654     0.315    -0.688
     0.932     0.157    -0.328
     0.715     0.145    -0.684
     0.844     0.249    -0.474
     0.828     0.264    -0.494
     0.692     0.256    -0.675
     0.847     0.205    -0.490
     0.815     0.190    -0.547
     0.863     0.129    -0.489
     0.973     0.098    -0.210
     0.952     0.103    -0.289
     0.768     0.296    -0.568
     0.549     0.308    -0.777
     0.782     0.199    -0.591
     0.762     0.245    -0.600
     0.916     0.138    -0.377
     0.762     0.281    -0.583
     0.854     0.106    -0.509
     0.918     0.133    -0.372
     0.888     0.261    -0.377
     0.840     0.203    -0.503
     0.593     0.324    -0.737
     0.829     0.188    -0.527
     0.885     0.238    -0.401
     0.736     0.378    -0.561
     0.848     0.288    -0.445
     0.949     0.013    -0.316
     0.663     0.330    -0.673
