    -0.018     0.632     0.775
    -0.066     0.625     0.778
    -0.025     0.632     0.775
    -0.114     0.701     0.704
     0.005     0.623     0.782
    -0.063     0.655     0.753
    -0.033     0.597     0.802
     0.125     0.667     0.735
     0.030     0.623     0.782
     0.041     0.645     0.763
     0.142     0.609     0.780
     0.060     0.661     0.748
    -0.037     0.620     0.784
    -0.048     0.620     0.783
    -0.191     0.644     0.741
     0.089     0.589     0.803
    -0.035     0.661     0.749
     0.034     0.626     0.779
     0.063     0.626     0.777
    -0.018     0.634     0.773
    -0.030     0.648     0.761
    -0.015     0.694     0.720
     0.013     0.681     0.732
    -0.103     0.665     0.740
     0.016     0.617     0.787
    -0.035     0.722     0.691
     0.074     0.635     0.769
     0.055     0.630     0.774
    -0.040     0.650     0.759
     0.011     0.639     0.769
     0.004     0.622     0.783
    -0.024     0.655     0.755
    -0.001     0.653     0.757
     0.024     0.630     0.776
     0.067     0.596     0.800
    -0.023     0.668     0.743
     0.069     0.655     0.752
    -0.061     0.656     0.752
    -0.040     0.719     0.694
    -0.089     0.684     0.724
     0.069     0.640     0.765
     0.060     0.624     0.779
     0.006     0.663     0.749
     0.065     0.595     0.801
     0.123     0.628     0.768
     0.108     0.620     0.777
     0.033     0.645     0.763
    -0.023     0.647     0.762
     0.028     0.580     0.814
     0.041     0.663     0.748
    -0.050     0.632     0.773
    -0.024     0.620     0.784
    -0.007     0.630     0.777
     0.036     0.708     0.705
     0.015     0.705     0.709
     0.065     0.656     0.752
     0.045     0.652     0.757
    -0.084     0.662     0.745
    -0.102     0.666     0.739
    -0.017     0.633     0.774
    -0.043     0.619     0.784
    -0.036     0.649     0.760
    -0.108     0.641     0.760
     0.051     0.673     0.738
     0.023     0.619     0.785
    -0.026     0.642     0.766
     0.027     0.604     0.797
     0.050     0.653     0.755
     0.033     0.672     0.740
    -0.140     0.698     0.702
    -0.041     0.642     0.765
    -0.028     0.634     0.773
     0.044     0.651     0.758
     0.105     0.632     0.768
     0.123     0.603     0.788
    -0.088     0.652     0.753
     0.005     0.631     0.776
     0.135     0.627     0.767
    -0.069     0.699     0.712
     0.063     0.644     0.762
     0.048     0.613     0.789
     0.038     0.643     0.765
    -0.060     0.648     0.759
    -0.004     0.637     0.771
     0.074     0.647     0.759
     0.023     0.584     0.811
     0.032     0.638     0.770
     0.118     0.611     0.782
     0.160     0.614     0.773
     0.052     0.648     0.760
    -0.079     0.638     0.766
    -0.152     0.696     0.702
     0.146     0.596     0.790
    -0.074     0.635     0.769
    -0.042     0.677     0.735
     0.038     0.668     0.743
     0.059     0.646     0.761
     0.061     0.614     0.787
     0.061     0.590     0.805
     0.211     0.594     0.776
    -0.074     0.655     0.752
     0.078     0.592     0.802
     0.034     0.641     0.766
    -0.025     0.658     0.753
     0.079     0.645     0.760
     0.031     0.631     0.775
     0.101     0.635     0.766
     0.055     0.668     0.742
     0.051     0.610     0.791
    -0.025     0.641     0.767
     0.038     0.660     0.750
     0.124     0.666     0.736
     0.039     0.669     0.742
     0.007     0.636     0.771
     0.056     0.619     0.783
     0.013     0.686     0.727
     0.008     0.684     0.730
     0.082     0.663     0.744
    -0.001     0.671     0.742
    -0.000     0.648     0.762
     0.168     0.570     0.804
    -0.031     0.622     0.782
    -0.032     0.644     0.765
     0.117     0.585     0.802
    -0.011     0.647     0.762
    -0.052     0.667     0.743
     0.020     0.673     0.739
    -0.020     0.626     0.780
     0.001     0.656     0.755
    -0.159     0.636     0.755
     0.018     0.639     0.769
     0.057     0.623     0.780
     0.008     0.645     0.764
     0.158     0.595     0.788
    -0.069     0.669     0.740
     0.088     0.640     0.763
    -0.079     0.704     0.706
    -0.021     0.610     0.792
     0.080     0.627     0.775
     0.070     0.625     0.778
    -0.010     0.682     0.731
     0.101     0.643     0.760
     0.065     0.665     0.744
     0.087     0.658     0.748
     0.078     0.644     0.761
    -0.005     0.634     0.774
    -0.042     0.656     0.753
     0.140     0.653     0.744
     0.048     0.597     0.801
     0.038     0.630     0.775
    -0.153     0.700     0.698
     0.066     0.604     0.794
     0.058     0.604     0.795
     0.135     0.599     0.789
     0.099     0.598     0.795
    -0.033     0.588     0.808
     0.173     0.594     0.786
     0.095     0.578     0.810
     0.013     0.646     0.763
     0.001     0.688     0.726
     0.069     0.612     0.788
     0.062     0.640     0.766
    -0.064     0.665     0.744
     0.120     0.577     0.808
     0.084     0.620     0.780
    -0.099     0.656     0.748
     0.071     0.633     0.771
     0.073     0.651     0.755
     0.006     0.647     0.763
     0.012     0.636     0.772
    -0.088     0.673     0.735
    -0.039     0.674     0.738
    -0.019     0.666     0.745
     0.097     0.648     0.755
     0.083     0.632     0.770
    -0.044     0.654     0.755
    -0.026     0.615     0.788
    -0.023     0.655     0.755
     0.016     0.638     0.769
    -0.018     0.610     0.792
     0.074     0.624     0.778
    -0.049     0.631     0.775
     0.043     0.685     0.727
    -0.021     0.656     0.755
    -0.045     0.655     0.754
     0.068     0.614     0.787
     0.046     0.648     0.760
     0.068     0.629     0.775
     0.080     0.637     0.766
    -0.040     0.637     0.770
    -0.139     0.627     0.766
    -0.031     0.659     0.752
     0.098     0.641     0.761
    -0.011     0.659     0.752
     0.042     0.627     0.778
    -0.002     0.677     0.736
     0.010     0.677     0.736
     0.132     0.572     0.809
    -0.147     0.674     0.724
     0.057     0.652     0.756
     0.160     0.610     0.776
    -0.060     0.664     0.745
     0.021     0.585     0.811
     0.137     0.557     0.819
     0.117     0.622     0.774
     0.050     0.646     0.761
    -0.016     0.630     0.776
    -0.041     0.709     0.704
     0.110     0.599     0.793
     0.125     0.636     0.762
     0.017     0.677     0.736
    -0.035     0.599     0.800
     0.024     0.617     0.786
    -0.111     0.637     0.763
     0.052     0.613     0.789
     0.065     0.631     0.773
     0.069     0.647     0.759
     0.124     0.627     0.769
     0.075     0.634     0.770
     0.038     0.663     0.748
     0.004     0.655     0.756
     0.177     0.567     0.805
    -0.014     0.679     0.734
     0.103     0.637     0.764
    -0.050     0.615     0.787
     0.057     0.670     0.740
     0.024     0.646     0.763
     0.084     0.638     0.766
    -0.032     0.668     0.743
     0.012     0.656     0.755
     0.131     0.628     0.767
     0.111     0.600     0.792
     0.022     0.642     0.767
    -0.046     0.693     0.720
     0.076     0.629     0.774
     0.012     0.648     0.762
     0.025     0.625     0.781
    -0.043     0.671     0.741
    -0.046     0.625     0.779
     0.113     0.573     0.812
     0.133     0.605     0.785
     0.001     0.641     0.768
     0.094     0.635     0.767
     0.218     0.552     0.805
     0.049     0.642     0.765
     0.123     0.633     0.764
     0.038     0.632     0.774
     0.057     0.669     0.741
    -0.121     0.678     0.725
     0.073     0.611     0.788
    -0.039     0.630     0.776
     0.021     0.599     0.800
    -0.052     0.655     0.754
     0.026     0.653     0.757
    -0.000     0.698     0.716
    -0.048     0.626     0.778
     0.038     0.652     0.758
     0.051     0.589     0.807
     0.130     0.626     0.769
     0.013     0.598     0.802
     0.005     0.618     0.786
     0.176     0.635     0.752
    -0.001     0.630     0.777
     0.146     0.592     0.792
    -0.013     0.630     0.777
     0.069     0.616     0.785
    -0.045     0.607     0.793
    -0.069     0.653     0.755
     0.080     0.599     0.796
    -0.082     0.677     0.732
     0.041     0.634     0.772
    -0.080     0.642     0.763
    -0.025     0.674     0.738
     0.002     0.637     0.771
     0.049     0.565     0.824
     0.007     0.674     0.739
    -0.012     0.620     0.785
    -0.112     0.677     0.727
     0.196     0.554     0.809
    -0.100     0.684     0.723
    -0.008     0.680     0.733
     0.017     0.673     0.739
     0.013     0.624     0.782
    -0.050     0.688     0.724
    -0.072     0.709     0.702
     0.059     0.667     0.743
    -0.030     0.678     0.735
    -0.078     0.685     0.724
     0.049     0.638     0.768
     0.072     0.643     0.763
     0.016     0.662     0.749
     0.018     0.678     0.735
     0.057     0.626     0.778
     0.046     0.635     0.771
    -0.080     0.684     0.725
     0.071     0.623     0.779
     0.069     0.653     0.754
    -0.101     0.677     0.729
     0.085     0.649     0.756
     0.100     0.596     0.796
     0.089     0.628     0.773
     0.073     0.697     0.714
    -0.017     0.618     0.786
     0.059     0.631     0.773
     0.063     0.636     0.769
     0.014     0.614     0.790
     0.006     0.676     0.737
     0.034     0.635     0.772
     0.144     0.650     0.746
    -0.087     0.668     0.739
     0.102     0.672     0.734
    -0.004     0.634     0.773
    -0.066     0.628     0.775
    -0.121     0.685     0.719
    -0.014     0.713     0.701
     0.095     0.580     0.809
     0.031     0.672     0.740
