    -0.010     1.000
     0.150     0.989
    -0.383     0.924
    -0.048     0.999
    -0.282     0.960
    -0.137     0.991
    -0.275     0.961
     0.457     0.889
     0.273     0.962
     0.204     0.979
    -0.349     0.937
     0.042     0.999
    -0.002     1.000
    -0.137     0.991
     0.167     0.986
     0.350     0.937
     0.027     1.000
    -0.179     0.984
     0.535     0.845
     0.162     0.987
    -0.268     0.963
    -0.663     0.749
     0.179     0.984
    -0.561     0.828
     0.208     0.978
     0.088     0.996
     0.211     0.977
     0.185     0.983
    -0.112     0.994
    -0.475     0.880
    -0.361     0.933
     0.197     0.980
     0.120     0.993
    -0.082     0.997
     0.421     0.907
     0.402     0.916
    -0.084     0.996
    -0.157     0.988
    -0.220     0.975
    -0.124     0.992
    -0.021     1.000
    -0.425     0.905
     0.310     0.951
    -0.238     0.971
    -0.161     0.987
    -0.257     0.966
     0.047     0.999
    -0.109     0.994
    -0.413     0.911
     0.014     1.000
     0.378     0.926
     0.508     0.861
    -0.292     0.956
     0.139     0.990
     0.196     0.981
    -0.513     0.859
    -0.557     0.830
     0.222     0.975
     0.061     0.998
     0.524     0.852
    -0.050     0.999
     0.232     0.973
     0.053     0.999
    -0.184     0.983
    -0.285     0.959
    -0.229     0.973
    -0.313     0.950
     0.621     0.783
    -0.427     0.904
     0.325     0.946
    -0.007     1.000
    -0.763     0.646
     0.208     0.978
     0.096     0.995
    -0.196     0.981
     0.165     0.986
    -0.164     0.986
    -0.288     0.958
     0.270     0.963
    -0.212     0.977
    -0.207     0.978
    -0.599     0.801
     0.272     0.962
     0.041     0.999
    -0.014     1.000
     0.330     0.944
     0.281     0.960
     0.084     0.996
     0.384     0.923
    -0.227     0.974
     0.079     0.997
    -0.684     0.729
     0.678     0.735
    -0.017     1.000
     0.026     1.000
    -0.019     1.000
     0.539     0.842
    -0.113     0.994
     0.053     0.999
    -0.227     0.974
